FolderName,FileName,AvgHammingDissimilarity
n000046,0084_02.jpg,0.6082057823129252
n000496,0320_03.jpg,0.6073554421768708
n000501,0341_01.jpg,0.5994897959183674
n000451,0150_04.jpg,0.594175170068027
n000330,0204_05.jpg,0.5928996598639454
n000439,0103_02.jpg,0.5892094017094018
n000060,0203_01.jpg,0.5886479591836735
n000290,0048_01.jpg,0.5884353741496599
n000171,0333_02.jpg,0.5792942176870749
n000836,0436_01.jpg,0.577593537414966
n000370,0015_03.jpg,0.5754676870748299
n000081,0379_02.jpg,0.5746173469387755
n000463,0205_02.jpg,0.5741921768707483
n000088,0112_01.jpg,0.5727040816326532
n000372,0297_01.jpg,0.5712159863945578
n000445,0254_01.jpg,0.5710034013605443
n000465,0335_01.jpg,0.5705782312925168
n000163,0481_02.jpg,0.5690901360544218
n000081,0262_02.jpg,0.56781462585034
n000453,0244_02.jpg,0.5671768707482996
n000440,0225_01.jpg,0.5661139455782311
n000092,0080_02.jpg,0.5654761904761906
n000097,0188_01.jpg,0.5654761904761904
n000288,0275_02.jpg,0.5654761904761904
n000912,0753_07.jpg,0.5646258503401359
n001211,0428_02.jpg,0.5644132653061226
n000309,0482_01.jpg,0.5620748299319728
n000379,0206_01.jpg,0.5612244897959183
n000271,0324_02.jpg,0.558673469387755
n000021,0045_01.jpg,0.5550595238095237
n000366,0047_05.jpg,0.5550595238095237
n000197,0029_02.jpg,0.5514455782312925
n001127,0277_02.jpg,0.5510204081632655
n000271,0122_01.jpg,0.5510204081632651
n000257,0515_01.jpg,0.5508078231292516
n000025,0274_02.jpg,0.550595238095238
n000426,0226_02.jpg,0.54953231292517
n000129,0506_03.jpg,0.5493197278911565
n000470,0069_01.jpg,0.5449218750000001
n000459,0127_02.jpg,0.5448554421768709
n000322,0156_04.jpg,0.5433673469387754
n000499,0132_01.jpg,0.5432449494949496
n001291,0253_02.jpg,0.5425170068027212
n001293,0370_01.jpg,0.5425170068027211
n000060,0211_01.jpg,0.5418792517006803
n000423,0102_01.jpg,0.5418792517006802
n000144,0339_01.jpg,0.5412414965986396
n000667,0583_01.jpg,0.5403911564625852
n000377,0513_04.jpg,0.540391156462585
n000121,0190_02.jpg,0.5401785714285714
n000052,0003_01.jpg,0.5399305555555557
n000006,0411_05.jpg,0.5397534013605443
n000276,0171_04.jpg,0.539279513888889
n000142,0121_02.jpg,0.5389030612244897
n000449,0308_01.jpg,0.538690476190476
n000285,0199_02.jpg,0.5384778911564625
n000298,0159_02.jpg,0.5382653061224489
n001146,0498_02.jpg,0.5374149659863946
n001146,0091_02.jpg,0.5352891156462585
n000290,0120_01.jpg,0.5348639455782312
n000245,0207_01.jpg,0.534438775510204
n000394,0149_02.jpg,0.5340136054421769
n000285,0345_02.jpg,0.5325255102040815
n000227,0397_03.jpg,0.5308248299319728
n000285,0413_02.jpg,0.5303996598639457
n000012,0388_02.jpg,0.5288628472222221
n000256,0370_01.jpg,0.5261479591836735
n000045,0167_02.jpg,0.5255102040816326
n000774,0487_01.jpg,0.5252976190476192
n000453,0234_01.jpg,0.5250850340136055
n000434,0179_01.jpg,0.5248724489795917
n000151,0298_02.jpg,0.5246598639455781
n000252,0214_02.jpg,0.5244472789115646
n000239,0350_01.jpg,0.5242346938775511
n000667,0146_04.jpg,0.5242346938775511
n000774,0051_01.jpg,0.5240221088435375
n000121,0081_02.jpg,0.5240221088435373
n000774,0059_01.jpg,0.5235969387755104
n000243,0204_02.jpg,0.5235969387755103
n000052,0277_01.jpg,0.5234375
n000012,0208_01.jpg,0.523220486111111
n000021,0019_01.jpg,0.5223214285714287
n000375,0187_01.jpg,0.5216836734693879
n000004,0103_02.jpg,0.521471088435374
n000086,0088_01.jpg,0.5204081632653063
n000659,0067_02.jpg,0.5199829931972788
n000368,0060_02.jpg,0.5195578231292517
n000407,0098_02.jpg,0.5191326530612245
n000219,0063_04.jpg,0.5189200680272109
n000075,0090_02.jpg,0.5188301282051283
n000423,0311_01.jpg,0.5184948979591838
n000037,0164_02.jpg,0.517219387755102
n000098,0267_01.jpg,0.5167942176870749
n000040,0252_01.jpg,0.5161458333333333
n000067,0517_02.jpg,0.5142431972789115
n000093,0028_01.jpg,0.5142431972789115
n000998,0138_03.jpg,0.5141782407407409
n000093,0056_01.jpg,0.5133928571428571
n000271,0111_02.jpg,0.5131802721088435
n000128,0206_01.jpg,0.513157894736842
n000247,0121_01.jpg,0.5127551020408163
n000088,0125_02.jpg,0.5110544217687076
n000499,0083_02.jpg,0.5110479797979797
n000321,0239_01.jpg,0.5106292517006803
n000093,0238_01.jpg,0.5104166666666667
n000496,0325_02.jpg,0.5104166666666667
n001156,0015_01.jpg,0.5104166666666666
n000307,0133_02.jpg,0.509141156462585
n000026,0282_01.jpg,0.5087159863945578
n000397,0239_01.jpg,0.5087159863945578
n000426,0148_02.jpg,0.5082908163265306
n000302,0483_01.jpg,0.5072278911564627
n000785,0183_02.jpg,0.5068027210884354
n000114,0071_02.jpg,0.5065901360544219
n000041,0260_03.jpg,0.5065901360544218
n000219,0256_01.jpg,0.5065901360544218
n000263,0045_02.jpg,0.5061936936936937
n000076,0014_01.jpg,0.5061649659863945
n000108,0014_01.jpg,0.5057397959183676
n000493,0201_01.jpg,0.5046768707482994
n001127,0024_01.jpg,0.504251700680272
n000379,0252_01.jpg,0.5038265306122449
n000094,0255_03.jpg,0.5034013605442177
n000290,0010_03.jpg,0.5034013605442176
n000052,0022_02.jpg,0.5030381944444445
n000411,0493_02.jpg,0.5029761904761906
n000219,0125_01.jpg,0.5019132653061225
n000836,0286_01.jpg,0.5014880952380952
n000256,0398_02.jpg,0.5010629251700679
n001127,0322_02.jpg,0.5008503401360545
n000355,0196_02.jpg,0.5002125850340136
n001156,0296_01.jpg,0.5002125850340136
n000945,0432_03.jpg,0.5
